,task,submission,n_rows,path,fold
1866,02281,064899148,12,/Dataset/group22/processed/more_cpp_2/results/p02281_s064899148.opcstats,train
1867,02850,045866790,87,/Dataset/group22/processed/more_cpp_2/results/p02850_s045866790.opcstats,train
1868,02702,000746006,12,/Dataset/group22/processed/more_cpp_2/results/p02702_s000746006.opcstats,test
1869,02883,009244947,59,/Dataset/group22/processed/more_cpp_2/results/p02883_s009244947.opcstats,train
1870,03502,029515412,32,/Dataset/group22/processed/more_cpp_2/results/p03502_s029515412.opcstats,train
1871,03062,066237859,49,/Dataset/group22/processed/more_cpp_2/results/p03062_s066237859.opcstats,test
1872,03364,002844550,30,/Dataset/group22/processed/more_cpp_2/results/p03364_s002844550.opcstats,eval
1873,03160,016280303,13,/Dataset/group22/processed/more_cpp_2/results/p03160_s016280303.opcstats,train
1874,03136,057900068,33,/Dataset/group22/processed/more_cpp_2/results/p03136_s057900068.opcstats,eval
1875,03919,025259998,38,/Dataset/group22/processed/more_cpp_2/results/p03919_s025259998.opcstats,train
1876,02927,013033182,13,/Dataset/group22/processed/more_cpp_2/results/p02927_s013033182.opcstats,train
1877,03643,011824053,21,/Dataset/group22/processed/more_cpp_2/results/p03643_s011824053.opcstats,train
1878,03591,008870579,39,/Dataset/group22/processed/more_cpp_2/results/p03591_s008870579.opcstats,eval
1879,03095,033226401,102,/Dataset/group22/processed/more_cpp_2/results/p03095_s033226401.opcstats,train
1880,04012,029537727,34,/Dataset/group22/processed/more_cpp_2/results/p04012_s029537727.opcstats,train
1881,03958,031134599,26,/Dataset/group22/processed/more_cpp_2/results/p03958_s031134599.opcstats,test
1882,02418,035022168,32,/Dataset/group22/processed/more_cpp_2/results/p02418_s035022168.opcstats,train
1883,03012,004464841,14,/Dataset/group22/processed/more_cpp_2/results/p03012_s004464841.opcstats,train
1884,03026,041091441,89,/Dataset/group22/processed/more_cpp_2/results/p03026_s041091441.opcstats,train
1885,02814,038984413,23,/Dataset/group22/processed/more_cpp_2/results/p02814_s038984413.opcstats,train
1886,04008,032468506,65,/Dataset/group22/processed/more_cpp_2/results/p04008_s032468506.opcstats,train
1887,03363,026750302,39,/Dataset/group22/processed/more_cpp_2/results/p03363_s026750302.opcstats,train
1888,02975,013459988,55,/Dataset/group22/processed/more_cpp_2/results/p02975_s013459988.opcstats,train
1889,02914,015546945,14,/Dataset/group22/processed/more_cpp_2/results/p02914_s015546945.opcstats,test
1890,03625,034321275,32,/Dataset/group22/processed/more_cpp_2/results/p03625_s034321275.opcstats,train
1891,02607,026686924,12,/Dataset/group22/processed/more_cpp_2/results/p02607_s026686924.opcstats,train
1892,03503,065181665,27,/Dataset/group22/processed/more_cpp_2/results/p03503_s065181665.opcstats,train
1893,03745,000206088,34,/Dataset/group22/processed/more_cpp_2/results/p03745_s000206088.opcstats,train
1894,02864,024776899,12,/Dataset/group22/processed/more_cpp_2/results/p02864_s024776899.opcstats,test
1895,02909,010358374,42,/Dataset/group22/processed/more_cpp_2/results/p02909_s010358374.opcstats,train
1896,03971,071601156,19,/Dataset/group22/processed/more_cpp_2/results/p03971_s071601156.opcstats,eval
1897,02941,002085996,39,/Dataset/group22/processed/more_cpp_2/results/p02941_s002085996.opcstats,train
1898,03069,023508055,18,/Dataset/group22/processed/more_cpp_2/results/p03069_s023508055.opcstats,train
1899,03724,018404586,11,/Dataset/group22/processed/more_cpp_2/results/p03724_s018404586.opcstats,train
1900,03804,031217994,22,/Dataset/group22/processed/more_cpp_2/results/p03804_s031217994.opcstats,test
1901,04008,006909151,31,/Dataset/group22/processed/more_cpp_2/results/p04008_s006909151.opcstats,train
1902,03472,000433660,47,/Dataset/group22/processed/more_cpp_2/results/p03472_s000433660.opcstats,train
1903,03128,003816542,103,/Dataset/group22/processed/more_cpp_2/results/p03128_s003816542.opcstats,train
1904,03201,016026056,15,/Dataset/group22/processed/more_cpp_2/results/p03201_s016026056.opcstats,train
1905,02975,051716131,51,/Dataset/group22/processed/more_cpp_2/results/p02975_s051716131.opcstats,train
1906,03430,042498099,12,/Dataset/group22/processed/more_cpp_2/results/p03430_s042498099.opcstats,eval
1907,02658,008714341,43,/Dataset/group22/processed/more_cpp_2/results/p02658_s008714341.opcstats,train
1908,03385,015597977,42,/Dataset/group22/processed/more_cpp_2/results/p03385_s015597977.opcstats,train
1909,03192,053250749,14,/Dataset/group22/processed/more_cpp_2/results/p03192_s053250749.opcstats,train
1910,03472,033046045,89,/Dataset/group22/processed/more_cpp_2/results/p03472_s033046045.opcstats,train
1911,03713,043613719,11,/Dataset/group22/processed/more_cpp_2/results/p03713_s043613719.opcstats,eval
1912,03791,019196385,15,/Dataset/group22/processed/more_cpp_2/results/p03791_s019196385.opcstats,train
1913,02597,016259217,16,/Dataset/group22/processed/more_cpp_2/results/p02597_s016259217.opcstats,train
1914,02806,028504871,17,/Dataset/group22/processed/more_cpp_2/results/p02806_s028504871.opcstats,train
1915,00027,006101216,21,/Dataset/group22/processed/more_cpp_2/results/p00027_s006101216.opcstats,train
1916,03296,017233245,15,/Dataset/group22/processed/more_cpp_2/results/p03296_s017233245.opcstats,train
1917,03150,016399980,59,/Dataset/group22/processed/more_cpp_2/results/p03150_s016399980.opcstats,train
1918,03993,012788012,12,/Dataset/group22/processed/more_cpp_2/results/p03993_s012788012.opcstats,train
1919,02691,037430984,38,/Dataset/group22/processed/more_cpp_2/results/p02691_s037430984.opcstats,eval
1920,02242,005141438,15,/Dataset/group22/processed/more_cpp_2/results/p02242_s005141438.opcstats,train
1921,02623,029408710,14,/Dataset/group22/processed/more_cpp_2/results/p02623_s029408710.opcstats,train
1922,03607,026202276,32,/Dataset/group22/processed/more_cpp_2/results/p03607_s026202276.opcstats,train
1923,02985,040038644,23,/Dataset/group22/processed/more_cpp_2/results/p02985_s040038644.opcstats,train
1924,03151,057905948,109,/Dataset/group22/processed/more_cpp_2/results/p03151_s057905948.opcstats,train
1925,01369,033064514,29,/Dataset/group22/processed/more_cpp_2/results/p01369_s033064514.opcstats,eval
1926,03452,027731837,29,/Dataset/group22/processed/more_cpp_2/results/p03452_s027731837.opcstats,train
1927,03364,022738372,12,/Dataset/group22/processed/more_cpp_2/results/p03364_s022738372.opcstats,eval
1928,03649,021811504,15,/Dataset/group22/processed/more_cpp_2/results/p03649_s021811504.opcstats,train
1929,02422,018223601,26,/Dataset/group22/processed/more_cpp_2/results/p02422_s018223601.opcstats,train
1930,04005,018938030,41,/Dataset/group22/processed/more_cpp_2/results/p04005_s018938030.opcstats,train
1931,00021,051287553,12,/Dataset/group22/processed/more_cpp_2/results/p00021_s051287553.opcstats,train
1932,03486,048613948,54,/Dataset/group22/processed/more_cpp_2/results/p03486_s048613948.opcstats,train
1933,03001,040304675,12,/Dataset/group22/processed/more_cpp_2/results/p03001_s040304675.opcstats,eval
1934,02607,045235531,13,/Dataset/group22/processed/more_cpp_2/results/p02607_s045235531.opcstats,train
1935,03081,026860130,18,/Dataset/group22/processed/more_cpp_2/results/p03081_s026860130.opcstats,train
1936,03474,021882570,38,/Dataset/group22/processed/more_cpp_2/results/p03474_s021882570.opcstats,train
1937,03816,040894329,32,/Dataset/group22/processed/more_cpp_2/results/p03816_s040894329.opcstats,eval
1938,02823,007216128,18,/Dataset/group22/processed/more_cpp_2/results/p02823_s007216128.opcstats,train
1939,03576,067372823,77,/Dataset/group22/processed/more_cpp_2/results/p03576_s067372823.opcstats,train
1940,02629,057197212,24,/Dataset/group22/processed/more_cpp_2/results/p02629_s057197212.opcstats,train
1941,02832,047853138,15,/Dataset/group22/processed/more_cpp_2/results/p02832_s047853138.opcstats,train
1942,03409,017787146,124,/Dataset/group22/processed/more_cpp_2/results/p03409_s017787146.opcstats,train
1943,00481,007118434,38,/Dataset/group22/processed/more_cpp_2/results/p00481_s007118434.opcstats,train
1944,02900,045921421,21,/Dataset/group22/processed/more_cpp_2/results/p02900_s045921421.opcstats,train
1945,02546,047672800,21,/Dataset/group22/processed/more_cpp_2/results/p02546_s047672800.opcstats,train
1946,02928,028039732,15,/Dataset/group22/processed/more_cpp_2/results/p02928_s028039732.opcstats,train
1947,03363,039985451,33,/Dataset/group22/processed/more_cpp_2/results/p03363_s039985451.opcstats,train
1948,03972,029405268,48,/Dataset/group22/processed/more_cpp_2/results/p03972_s029405268.opcstats,train
1949,03106,042105639,26,/Dataset/group22/processed/more_cpp_2/results/p03106_s042105639.opcstats,train
1950,03837,009192121,35,/Dataset/group22/processed/more_cpp_2/results/p03837_s009192121.opcstats,test
1951,03292,023201005,39,/Dataset/group22/processed/more_cpp_2/results/p03292_s023201005.opcstats,train
1952,03402,019883427,19,/Dataset/group22/processed/more_cpp_2/results/p03402_s019883427.opcstats,eval
1953,03472,054651545,36,/Dataset/group22/processed/more_cpp_2/results/p03472_s054651545.opcstats,train
1954,02955,031210202,90,/Dataset/group22/processed/more_cpp_2/results/p02955_s031210202.opcstats,train
1955,02866,025344358,39,/Dataset/group22/processed/more_cpp_2/results/p02866_s025344358.opcstats,test
1956,02279,028010346,38,/Dataset/group22/processed/more_cpp_2/results/p02279_s028010346.opcstats,test
1957,03078,031119341,50,/Dataset/group22/processed/more_cpp_2/results/p03078_s031119341.opcstats,train
1958,03140,025751290,14,/Dataset/group22/processed/more_cpp_2/results/p03140_s025751290.opcstats,eval
1959,03543,026003165,20,/Dataset/group22/processed/more_cpp_2/results/p03543_s026003165.opcstats,eval
1960,03806,000695798,18,/Dataset/group22/processed/more_cpp_2/results/p03806_s000695798.opcstats,train
1961,02725,046553531,13,/Dataset/group22/processed/more_cpp_2/results/p02725_s046553531.opcstats,eval
1962,01554,052597011,37,/Dataset/group22/processed/more_cpp_2/results/p01554_s052597011.opcstats,train
1963,02709,052399259,65,/Dataset/group22/processed/more_cpp_2/results/p02709_s052399259.opcstats,test
1964,03816,026644230,22,/Dataset/group22/processed/more_cpp_2/results/p03816_s026644230.opcstats,eval
1965,03075,080565287,11,/Dataset/group22/processed/more_cpp_2/results/p03075_s080565287.opcstats,train
1966,02281,030142680,12,/Dataset/group22/processed/more_cpp_2/results/p02281_s030142680.opcstats,train
1967,03151,066885423,45,/Dataset/group22/processed/more_cpp_2/results/p03151_s066885423.opcstats,train
1968,03240,000106295,12,/Dataset/group22/processed/more_cpp_2/results/p03240_s000106295.opcstats,train
1969,02534,021325997,34,/Dataset/group22/processed/more_cpp_2/results/p02534_s021325997.opcstats,train
1970,03436,015384635,76,/Dataset/group22/processed/more_cpp_2/results/p03436_s015384635.opcstats,eval
1971,02846,013739181,46,/Dataset/group22/processed/more_cpp_2/results/p02846_s013739181.opcstats,eval
1972,00018,006365735,15,/Dataset/group22/processed/more_cpp_2/results/p00018_s006365735.opcstats,test
1973,02987,044948809,13,/Dataset/group22/processed/more_cpp_2/results/p02987_s044948809.opcstats,train
1974,02277,032824903,25,/Dataset/group22/processed/more_cpp_2/results/p02277_s032824903.opcstats,train
1975,03776,027127772,56,/Dataset/group22/processed/more_cpp_2/results/p03776_s027127772.opcstats,train
1976,04048,061539344,19,/Dataset/group22/processed/more_cpp_2/results/p04048_s061539344.opcstats,test
1977,03239,045039037,12,/Dataset/group22/processed/more_cpp_2/results/p03239_s045039037.opcstats,train
1978,03203,004473560,57,/Dataset/group22/processed/more_cpp_2/results/p03203_s004473560.opcstats,train
1979,02721,059793996,30,/Dataset/group22/processed/more_cpp_2/results/p02721_s059793996.opcstats,test
1980,03261,044824296,68,/Dataset/group22/processed/more_cpp_2/results/p03261_s044824296.opcstats,test
1981,02796,014546007,44,/Dataset/group22/processed/more_cpp_2/results/p02796_s014546007.opcstats,train
1982,03800,058849457,61,/Dataset/group22/processed/more_cpp_2/results/p03800_s058849457.opcstats,train
1983,03602,030225733,13,/Dataset/group22/processed/more_cpp_2/results/p03602_s030225733.opcstats,train
1984,03732,025195414,34,/Dataset/group22/processed/more_cpp_2/results/p03732_s025195414.opcstats,train
1985,03829,020755116,43,/Dataset/group22/processed/more_cpp_2/results/p03829_s020755116.opcstats,eval
1986,03402,031711602,46,/Dataset/group22/processed/more_cpp_2/results/p03402_s031711602.opcstats,eval
1987,03202,020436643,41,/Dataset/group22/processed/more_cpp_2/results/p03202_s020436643.opcstats,train
1988,03338,018413716,38,/Dataset/group22/processed/more_cpp_2/results/p03338_s018413716.opcstats,test
1989,03565,032940111,95,/Dataset/group22/processed/more_cpp_2/results/p03565_s032940111.opcstats,train
1990,00723,006119177,55,/Dataset/group22/processed/more_cpp_2/results/p00723_s006119177.opcstats,train
1991,03457,044790610,12,/Dataset/group22/processed/more_cpp_2/results/p03457_s044790610.opcstats,train
1992,03661,011689602,36,/Dataset/group22/processed/more_cpp_2/results/p03661_s011689602.opcstats,test
1993,04034,006714955,25,/Dataset/group22/processed/more_cpp_2/results/p04034_s006714955.opcstats,train
1994,03495,043099163,33,/Dataset/group22/processed/more_cpp_2/results/p03495_s043099163.opcstats,train
1995,03475,070862370,20,/Dataset/group22/processed/more_cpp_2/results/p03475_s070862370.opcstats,train
1996,02937,017987008,53,/Dataset/group22/processed/more_cpp_2/results/p02937_s017987008.opcstats,train
1997,03030,062250893,77,/Dataset/group22/processed/more_cpp_2/results/p03030_s062250893.opcstats,test
1998,02768,012068231,16,/Dataset/group22/processed/more_cpp_2/results/p02768_s012068231.opcstats,eval
1999,03687,035678351,21,/Dataset/group22/processed/more_cpp_2/results/p03687_s035678351.opcstats,test
2000,03672,068257872,25,/Dataset/group22/processed/more_cpp_2/results/p03672_s068257872.opcstats,train
2001,02615,040685422,55,/Dataset/group22/processed/more_cpp_2/results/p02615_s040685422.opcstats,train
2002,04049,021341008,52,/Dataset/group22/processed/more_cpp_2/results/p04049_s021341008.opcstats,train
2003,03747,032476989,42,/Dataset/group22/processed/more_cpp_2/results/p03747_s032476989.opcstats,train
2004,03644,031689587,12,/Dataset/group22/processed/more_cpp_2/results/p03644_s031689587.opcstats,train
2005,02550,009355510,25,/Dataset/group22/processed/more_cpp_2/results/p02550_s009355510.opcstats,test
2006,03776,015058536,38,/Dataset/group22/processed/more_cpp_2/results/p03776_s015058536.opcstats,train
2007,02287,070233075,14,/Dataset/group22/processed/more_cpp_2/results/p02287_s070233075.opcstats,eval
2008,02255,043794238,17,/Dataset/group22/processed/more_cpp_2/results/p02255_s043794238.opcstats,train
2009,02346,080179643,24,/Dataset/group22/processed/more_cpp_2/results/p02346_s080179643.opcstats,eval
2010,02422,019961635,47,/Dataset/group22/processed/more_cpp_2/results/p02422_s019961635.opcstats,train
2011,03658,060126065,48,/Dataset/group22/processed/more_cpp_2/results/p03658_s060126065.opcstats,train
2012,03769,005627149,20,/Dataset/group22/processed/more_cpp_2/results/p03769_s005627149.opcstats,eval
2013,02946,016856433,22,/Dataset/group22/processed/more_cpp_2/results/p02946_s016856433.opcstats,eval
2014,02948,038596886,48,/Dataset/group22/processed/more_cpp_2/results/p02948_s038596886.opcstats,eval
2015,03632,012837896,14,/Dataset/group22/processed/more_cpp_2/results/p03632_s012837896.opcstats,eval
2016,03599,053731468,11,/Dataset/group22/processed/more_cpp_2/results/p03599_s053731468.opcstats,train
2017,03149,037283792,34,/Dataset/group22/processed/more_cpp_2/results/p03149_s037283792.opcstats,train
2018,02267,012987541,21,/Dataset/group22/processed/more_cpp_2/results/p02267_s012987541.opcstats,test
2019,03714,042043632,99,/Dataset/group22/processed/more_cpp_2/results/p03714_s042043632.opcstats,train
2020,03013,025655987,21,/Dataset/group22/processed/more_cpp_2/results/p03013_s025655987.opcstats,train
2021,03240,045048292,20,/Dataset/group22/processed/more_cpp_2/results/p03240_s045048292.opcstats,train
2022,04049,047942026,22,/Dataset/group22/processed/more_cpp_2/results/p04049_s047942026.opcstats,train
2023,04047,028527895,40,/Dataset/group22/processed/more_cpp_2/results/p04047_s028527895.opcstats,train
2024,02847,058296338,15,/Dataset/group22/processed/more_cpp_2/results/p02847_s058296338.opcstats,train
2025,03486,003225183,67,/Dataset/group22/processed/more_cpp_2/results/p03486_s003225183.opcstats,train
2026,03557,021630223,50,/Dataset/group22/processed/more_cpp_2/results/p03557_s021630223.opcstats,train
